SAMPLE_ID,USP29_NM_020903_cg07499372,SPO11_NM_198265_NM_012444_cg13888886,RARA_NM_000964_cg00236832,DNASE1L2_NM_001374_cg12619509,TMEM55A_NM_018710_cg06688396,ZIM2_NM_001146327_NM_001146326_NM_015363_cg16519742,CYB5A_NM_001914_NM_148923_cg10878998,GNG11_NM_004126_cg22983529,NCALD_NM_001040630_NM_001040627_NM_001040626_NM_001040625_NM_001040624_NM_001040629_NM_001040628_NM_032041_cg17084151,BCAM_NM_001013257_NM_005581_cg08319238,RARB_NM_016152_NM_000965_cg27486427,PCDHB2_NM_018936_cg02260587,MAP3K6_NM_004672_cg20651453,GABRQ_NM_018558_cg11714014,GDF15_NM_004864_cg16929104,F2RL2_IQGAP2_NM_006633_NM_004101_cg00415993,CALD1_NM_033138_NM_004342_NM_033157_cg14009688,ENTPD3_NM_001248_cg17264618,PAMR1_NM_015430_NM_001001991_cg14542839,FLJ34503_NR_027060_cg19815376,LRRN4CL_NM_203422_cg15538427,TGFB1I1_NM_015927_NM_001164719_NM_001042454_cg10995380,FCGRT_NM_004107_NM_001136019_cg15528736,AP1G2_JPH4_NM_001146028_NM_032452_NM_003917_cg25832796,NRIP2_NM_031474_cg05194726,TSSK2_DGCR14_NM_053006_NM_022719_cg25759381,KRTAP1-1_NM_030967_cg24414383,TFPI_NM_006287_NM_001032281_cg16478145,COL3A1_NM_000090_cg20770175,FBXO44_FBXO2_NM_183412_NM_012168_cg15746187,EMP2_NM_001424_cg00451635,GPR64_NM_001079858_NM_001079859_NM_005756_NM_001079860_cg17119559,FBXO44_FBXO2_NM_183412_NM_183413_NM_033182_NM_012168_NM_001014765_cg06848073,STMN4_NM_030795_cg02130905,SULT1C2_NM_001056_NM_176825_cg23163573,DISP1_NM_032890_cg10942056,KBTBD10_NM_006063_cg05389024,RXFP4_NM_181885_cg08403419,PRELP_NM_201348_NM_002725_cg05955301,CLDN9_NM_020982_cg10282491,PAM_NM_138821_NM_000919_NM_138766_NM_138822_cg20131596,EFS_NM_032459_NM_005864_cg07197059,CLASS
TCGA-R3-A69X-01,0.812919664,0.798283788,0.151595095,0.376183345,0.169535475,0.782969226,0.299334875,0.070890765,0.131234519,0.220127461,0.106635738,0.569834542,0.641264354,0.179395306,0.497681861,0.449827525,0.264446448,0.356413593,0.066636743,0.341507112,0.405879203,0.154620568,0.404960316,0.49241659,0.244768831,0.665188741,0.854557354,0.797178562,0.370407245,0.680985077,0.525814427,0.7790315,0.581222196,0.586868528,0.439152076,0.485672247,0.589371684,0.556899524,0.542085434,0.451772292,0.525857852,0.438107254,1
TCGA-S5-A6DX-01,0.958576634,0.47218069,0.123230032,0.733798067,0.123349912,0.786185457,0.223926091,0.100227762,0.196604906,0.32490019,0.119792547,0.716887768,0.288259403,0.155835733,0.390458008,0.28923173,0.228285152,0.175788752,0.063635341,0.300991155,0.418669249,0.139963483,0.450492785,0.326603024,0.228080429,0.690887553,0.687780462,0.621154598,0.493066755,0.520476926,0.441949769,0.536754738,0.548675058,0.435043993,0.378868164,0.744878099,0.572995043,0.696690396,0.552336338,0.40101514,0.292769016,0.334092495,2
TCGA-S5-AA26-01,0.727494075,0.483758312,0.010371288,0.777552418,0.072866361,0.392232624,0.067835022,0.041195554,0.0233772,0.079879222,0.02502115,0.944652232,0.045587716,0.173929641,0.066048882,0.032026966,0.007298693,0.016200685,0.011409822,0.063253345,0.033112741,0.009327936,0.096573787,0.042918735,0.009479819,0.279920964,0.289015307,0.142317473,0.201128044,0.079063357,0.039355403,0.007558371,0.062032963,0.030080113,0.036716218,0.438465883,0.057176058,0.01835898,0.188152695,0.182764042,0.078636395,0.000399567,1
TCGA-SY-A9G0-01,0.982883342,0.787345546,0.033156387,0.455216958,0.103123846,0.85828877,0.22139563,0.098044398,0.084678204,0.142085061,0.323913151,0.425455365,0.208660227,0.150003065,0.391985463,0.390652306,0.207545431,0.209557829,0.14750563,0.380971542,0.255629976,0.108149002,0.396375634,0.640872677,0.134865385,0.719886242,0.953618214,0.845372161,0.415344817,0.72058635,0.361085379,0.791121871,0.530150129,0.688935535,0.471061884,0.520759449,0.355756708,0.646950055,0.438216594,0.408894317,0.346089003,0.300506525,1
TCGA-SY-A9G5-01,0.910567265,0.838678285,0.080192016,0.397759527,0.277245987,0.614680679,0.223230683,0.114026353,0.133415105,0.277322598,0.514196132,0.506267565,0.277627235,0.15073494,0.407839131,0.383029595,0.255038345,0.226918232,0.0992313,0.653308612,0.417760985,0.143649821,0.79801956,0.480182557,0.460732024,0.929044827,0.976530941,0.896811531,0.436294505,0.688021904,0.450767018,0.583551041,0.68296851,0.501617461,0.469010738,0.759306201,0.544230084,0.520659741,0.467520196,0.467937607,0.452802285,0.352847275,2
TCGA-UY-A78K-01,0.638194678,0.411333819,0.139753823,0.681033314,0.195267888,0.606905767,0.304369433,0.13934899,0.124746708,0.321620176,0.491017905,0.341865849,0.342676371,0.496556383,0.548853501,0.668897809,0.470901373,0.313705504,0.140573618,0.727454104,0.663186228,0.172385782,0.674646508,0.498059373,0.681534553,0.879954524,0.956131083,0.925836526,0.52028534,0.710936524,0.559676009,0.661747772,0.644090702,0.523924116,0.449179557,0.951660474,0.522922086,0.555862226,0.645522567,0.679039567,0.684423732,0.747162229,2
TCGA-UY-A78L-01,0.827605242,0.763901775,0.054759784,0.617717997,0.135177255,0.498172084,0.194603605,0.095185441,0.187353631,0.573550897,0.085921665,0.51454158,0.1310278,0.204581444,0.327102942,0.138193481,0.116569941,0.11228775,0.252013111,0.339839486,0.297845844,0.112734549,0.369690909,0.358809293,0.63729533,0.765420356,0.930764113,0.607615937,0.360750995,0.424264572,0.353726225,0.546241503,0.330132975,0.387808227,0.453793815,0.732275045,0.683963597,0.79027635,0.807466735,0.449311377,0.359268693,0.644038157,1
TCGA-UY-A78M-01,0.835757985,0.597452092,0.014985277,0.064045425,0.17532965,0.572811003,0.103019566,0.039254713,0.114127578,0.177169886,0.103525689,0.427832083,0.045824551,0.181438037,0.337355848,0.179324542,0.10996545,0.160704844,0.027870069,0.58992176,0.309927906,0.012083914,0.662399961,0.290503641,0.120701422,0.681419357,0.922378881,0.611533014,0.262833469,0.49634461,0.353400455,0.476859289,0.354627776,0.250544022,0.36640743,0.3450765,0.231247982,0.531829242,0.366357327,0.308767346,0.134201439,0.187104312,1
TCGA-UY-A78N-01,0.750463032,0.887428527,0.068837657,0.738585758,0.221686732,0.900413397,0.189557123,0.208598522,0.109014303,0.067863101,0.299819743,0.683114185,0.073018112,0.170022472,0.06409044,0.26052625,0.058000508,0.028271185,0.207032275,0.638372712,0.672542232,0.043663928,0.727387616,0.644793213,0.848097972,0.785169743,0.913134173,0.261254181,0.308436332,0.483543584,0.564612268,0.35964913,0.294101475,0.160628756,0.26062857,0.545096337,0.69867532,0.418132096,0.552639837,0.497766084,0.11324663,0.095379261,1
TCGA-UY-A78O-01,0.949968968,0.805476696,0.022099417,0.652247967,0.061865236,0.784543836,0.085864515,0.166026286,0.008371365,0.182449554,0.226589568,0.554710451,0.036966343,0.213736317,0.087995539,0.068169285,0.069584798,0.052505764,0.092008793,0.315583526,0.258138935,0.012266912,0.487571313,0.367188378,0.126127887,0.485340785,0.77685982,0.453737188,0.175322733,0.528823675,0.297937319,0.445064945,0.309693379,0.211729495,0.121490231,0.473358645,0.288080735,0.140494747,0.356662486,0.421308877,0.442745886,0.069735346,1
TCGA-UY-A78P-01,0.968638674,0.780766341,0.096028611,0.411873824,0.181563466,0.59557679,0.324435294,0.090693078,0.314727205,0.24833198,0.401966366,0.44353768,0.4159755,0.203129279,0.628862127,0.370969493,0.467335711,0.218581064,0.072331508,0.541450289,0.447629643,0.153929708,0.44190875,0.36869024,0.222832773,0.720755383,0.91073554,0.927984025,0.671203816,0.482999199,0.588182845,0.652404426,0.58151967,0.573106472,0.607169237,0.685245195,0.671343909,0.604007009,0.701318075,0.543588627,0.604911106,0.392869912,1
TCGA-UY-A8OB-01,0.837363122,0.682750173,0.047805068,0.806538927,0.144598858,0.440562465,0.161482339,0.068468853,0.069321156,0.136146162,0.081661849,0.582964532,0.225875653,0.15734538,0.265225694,0.302833121,0.132360377,0.166613646,0.070736841,0.954536392,0.667451489,0.094589528,0.161866078,0.323286411,0.647470084,0.899730759,0.929002844,0.956758774,0.316691289,0.122923443,0.486271194,0.173460017,0.181214443,0.33884698,1,0.761623772,0.197768467,0.648686187,0.759062119,0.283118829,0.179571004,0.368189491,2
TCGA-UY-A8OC-01,0.968369941,0.871783739,0.024357307,0.656474932,0.125872984,0.857878764,0.12729864,0.021848276,0.030638897,0.101851191,0.366262786,0.410805698,0.12319087,0.164946272,0.165949582,0.083133932,0.03950031,0.119714039,0.110890597,0.579157486,0.102320933,0.269839255,0.210223972,0.29883234,0.049325454,0.828927738,0.399816161,0.892794428,0.27125766,0.171185407,0.307798462,0.529668628,0.189893485,0.304937556,0.290076874,0.540615921,0.141480615,0.456444108,0.243278842,0.399193573,0.091023628,0.142291232,1
TCGA-UY-A8OD-01,0.945123613,0.550912817,0.041981623,0.667566428,0.388875412,0.781520007,0.163473268,0.394993557,0.048728654,0.4254814,0.467175832,0.716347995,0.159140833,0.161902909,0.251320204,0.235325296,0.112860178,0.050718646,0.133188334,0.601345429,0.447761055,0.063744961,0.782535063,0.199698651,0.717899793,0.789782102,0.763464657,0.761113346,0.409977194,0.645423996,0.36215458,0.661543762,0.350563656,0.376323611,0.195315242,0.493209566,0.20216475,0.842291721,0.296976929,0.291846476,0.250760189,0.478181825,1
TCGA-UY-A9PA-01,0.978098806,0.78986203,0.075035564,0.506909369,0.193996374,0.548926445,0.158490374,0.021576061,0.340578698,0.170314166,0.291680504,0.383123446,0.442235656,0.285102585,0.305922773,0.458793409,0.224339014,0.160797566,0.056752119,0.391040005,0.454518692,0.136794691,0.330976303,0.445011266,0.173711067,0.53377616,0.750764331,0.926195648,0.377214334,0.248935507,0.465891048,0.565925336,0.326151605,0.704338015,0.301549476,0.540389962,0.50274958,0.556469931,0.654956434,0.386325101,0.395603704,0.319009559,1
TCGA-UY-A9PB-01,0.840067925,0.796169891,0.598202457,0.676800511,0.262748081,0.519295344,0.285239024,0.026496257,0.678960262,0.345490209,0.114699729,0.276594041,0.477161839,0.27870817,0.530240863,0.367767808,0.301093456,0.184298893,0.312203245,0.765910712,0.404738905,0.275651709,0.421638397,0.546934503,0.535584294,0.884829407,0.9411802,0.961867262,0.85203993,0.366843907,0.66231599,0.657523547,0.502072409,0.775849957,0.676586385,0.905839472,0.677159032,0.843821663,0.565986758,0.50746402,0.515091179,0.423313512,2
TCGA-UY-A9PD-01,0.4721565,0.592093325,0.041156496,0.763589509,0.066929541,0.363042243,0.123689344,0.058068742,0.00752865,0.105672693,0.19822981,0.149760395,0.078362385,0.659737806,0.165595564,0.089736891,0.080653202,0.029945526,0.043767885,0.497431133,0.419581447,0.081815573,0.679399543,0.244365091,0.118778024,0.845328427,0.962975195,0.518480795,0.322823852,0.378710646,0.17834563,0.22971189,0.286719096,0.366581235,0.208304667,0.722758162,0.42944954,0.393095313,0.175608078,0.275895447,0.129173505,0.200623135,1
TCGA-UY-A9PE-01,0.967331666,0.767556576,0.29924245,0.678017069,0.139883728,0.803753798,0.204241218,0.076718976,0.032802602,0.15269281,0.738998992,0.762779591,0.174320306,0.087462052,0.344559502,0.223149596,0.14872394,0.160628282,0.08448296,0.310363075,0.50247932,0.105757648,0.667183864,0.239075583,0.471326341,0.846250888,0.965450127,0.520379189,0.273265018,0.632143593,0.369582324,0.399561154,0.503816655,0.393850633,0.209709505,0.355061458,0.352235126,0.579070846,0.377042439,0.450036268,0.235205139,0.273468744,1
TCGA-UY-A9PF-01,0.493200879,0.540930267,0.117771559,0.60894307,0.161510064,0.319105262,0.149390833,0.06135208,0.066834991,0.570701455,0.120924863,0.411853918,0.225955456,0.070327982,0.219572526,0.241961013,0.216629318,0.156779242,0.042796261,0.606776477,0.352719032,0.060389749,0.386304013,0.382086139,0.141920957,0.743111657,0.935997273,0.656975122,0.520464378,0.660953283,0.375765037,0.252725031,0.635804917,0.577726972,0.43243172,0.588899878,0.621503422,0.537461959,0.45248246,0.52745682,0.271133542,0.317578303,2
TCGA-UY-A9PH-01,0.90198071,0.723764606,0.088435635,0.742242106,0.183406347,0.860049887,0.235613833,0.085068675,0.13306597,0.212925428,0.143144211,0.344317828,0.256967699,0.114196746,0.247855185,0.328520877,0.257723203,0.145793677,0.073332821,0.31589764,0.393772171,0.214739626,0.355349401,0.431385218,0.247419502,0.649180168,0.849778128,0.636182971,0.470474402,0.546836608,0.427152948,0.438928609,0.440597247,0.482923363,0.322214067,0.798436419,0.494846935,0.480489219,0.462481139,0.303630396,0.434920456,0.411293865,2
TCGA-XF-A8HB-01,0.982491728,0.948065222,0.032819906,0,0.80809524,0.975869278,0.052299984,0.094934666,0.687537569,0.035025351,0.047176978,0.94561765,0.071225287,0.436159029,0.096503459,0.259369272,0.030969466,0.035979172,0.066080202,0.894520968,0.09226525,0.037603272,0.031941319,0.08360968,0.502610782,0.245337239,0.935384453,0.306329523,0.249878611,0,0.236265233,0.084502628,0.035187751,0.882761875,0.042386685,1,0.059992849,0.012005917,0.595798262,0.105808633,0.316645021,0.024128127,1
TCGA-XF-A8HC-01,0.952570383,0.887717884,0.027444725,0.936784314,0.097289921,0.98369964,0.078507729,0.533456711,0.041136224,0.157709613,0.999843072,0.025251862,0.15635919,0.084838829,0.145298666,0.092719859,0.018107316,0.032400451,0.539334204,0.011793781,0.509450744,0.115884735,0.036631112,0.193828738,0.211525248,0.955739212,0.44903242,0.47255274,0.393858082,0.312509625,0.020026769,0.489790046,0.271914331,0.06282496,0,0.308839627,0.026882156,0.063005039,0.030516125,0.552450165,0.096329667,0.529303192,1
TCGA-XF-A8HD-01,0.982204027,0.728245753,0.114673292,0.649205014,0.293788563,0.933731697,0.324617753,0.133626354,0.825708612,0.76517278,0.329121504,0.397344676,0.436947729,0.298079951,0.813682671,0.64094558,0.313679267,0.305941317,0.244573869,0.777103381,0.587378337,0.18371641,0.846555482,0.596969776,0.70016464,0.852461314,0.951010373,0.957506389,0.792162721,0.851350504,0.583458545,0.514781551,0.848673788,0.581657858,0.400296008,0.921996903,0.605639233,0.659709761,0.3874375,0.747953278,0.729335938,0.632980854,2
TCGA-XF-A8HE-01,0.767353732,0.818765305,0.235698599,0.366282711,0.336969051,0.315774196,0.388316781,0.097080735,0.423970607,0.305566106,0.301555991,0.573906226,0.416761012,0.353382589,0.508859359,0.278211636,0.348003879,0.227704756,0.153830013,0.526120116,0.442879712,0.158820382,0.552010643,0.389303744,0.328265244,0.79747014,0.916468203,0.914141662,0.625278175,0.51153467,0.602155986,0.755285916,0.585823763,0.506821464,0.458254838,0.644894697,0.679473061,0.691266016,0.616856276,0.576025313,0.558055227,0.515097798,2
TCGA-XF-A8HF-01,0.607980712,0.792977999,0.018335585,0.81952904,0.103395411,0.747537378,0.145501102,0.061832307,0.021516782,0.054961312,0.515683401,0.720449454,0.101319277,0.721770245,0.071753856,0.13500182,0.269382834,0.054353024,0.086158693,0.419868439,0.563013627,0.026581323,0.175805222,0.110503599,0.471665671,0.625883033,0.927909601,0.335717665,0.074589875,0.358949515,0.246043742,0.246891949,0.211184553,0.189363607,0.158255084,0.217156795,0.408408895,0.279297424,0.171924169,0.269923563,0.474422427,0.095641362,1
TCGA-XF-A8HG-01,0.968162698,0.606049301,0.033420956,0.865843651,0.077838149,0.514266679,0.156338971,0.117614695,0.016431431,0.077448057,0.513866224,0.882728066,0.099571307,0.021097413,0.159039147,0.040403044,0.060211689,0.028576433,0.090979384,0.297113955,0.261547239,0.010082449,0.57580117,0.089031953,0.466535982,0.721227547,0.871533101,0.712312776,0.343370782,0.07041092,0.343902738,0.093887622,0.20076776,0.226459947,0.132245453,0.374732886,0.195094254,0.21847634,0.066083851,0.214002196,0.34388749,0.063082988,1
TCGA-XF-A8HH-01,0.933809085,0.798601443,0.508063657,0.59745386,0.089580599,0.721630133,0.147425356,0.053841804,0.02891489,0.252621408,0.411260789,0.686190608,0.165922985,0.352521875,0.176952864,0.255320909,0.297550015,0.121811296,0.131003452,0.618455708,0.535546424,0.070768549,0.682587878,0.219052034,0.210374956,0.781157378,0.985672208,0.850615803,0.459886319,0.645578075,0.437171605,0.460364529,0.522052065,0.463651306,0.411145951,0.775277862,0.649306647,0.654983248,0.472318666,0.566610091,0.204913063,0.302731878,1
TCGA-XF-A8HI-01,0.961164199,0.815820728,0.062603994,0.531627807,0.124321502,0.845209415,0.106601379,0.046901637,0.026368451,0.125913409,0.071775919,0.846019672,0.037667552,0.414222679,0.113229914,0.052518413,0.042790114,0.039835462,0.025159846,0.039739509,0.190973679,0.032550376,0.25894732,0.117618795,0.07354197,0.618440675,0.496157401,0.213632792,0.20917905,0.164962864,0.232869426,0.291967392,0.183966426,0.150373433,0.306323109,0.368323871,0.046794698,0.101570166,0.250600513,0.113373069,0.073667745,0.0743714,1
TCGA-XF-A9SH-01,0.952928763,0.282335197,0.038216378,0.158038585,0.046194552,0.676573927,0.10304739,0.067776906,0.052241111,0.078922564,0.061521338,0.49564578,0.101299848,0.376004163,0.326912103,0.099209064,0.068787824,0.038334687,0.008312215,0.143531909,0.351402823,0.096876328,0.182037097,0.001259461,0.088165967,0.145585813,0.401940049,0.303415109,0.313113942,0.163004433,0.258436899,0.257115036,0.209127689,0.157206499,0.158338989,0.211365571,0.091811314,0.19400627,0.237045109,0.245403234,0.113123628,0.141241842,1
TCGA-XF-A9SI-01,0.929631293,0.790240834,0.113941817,0.446174558,0.31470281,0.784246973,0.244537759,0.125865941,0.309216055,0.340446216,0.179554092,0.44473624,0.491293456,0.334296219,0.381146974,0.516120509,0.444437047,0.300587083,0.091719371,0.575590579,0.522198986,0.122205032,0.474744031,0.580050344,0.320546441,0.805760025,0.941895718,0.919218515,0.718220751,0.668481923,0.564387339,0.670633038,0.642020306,0.604858647,0.486587411,0.820603421,0.853134324,0.62264387,0.655991873,0.494002118,0.646850465,0.559647795,2
TCGA-XF-A9SJ-01,0.949820886,0.742653422,0.04965559,0.423047758,0.202801398,0.775421583,0.188173628,0.36079915,0.201671463,0.306911905,0.452699744,0.278001854,0.335088036,0.353379891,0.2988114,0.500791921,0.39259358,0.285934983,0.351326988,0.659921235,0.494948047,0.109296468,0.501237713,0.582869308,0.340730178,0.707408967,0.912089668,0.89631462,0.677631389,0.465010502,0.349203972,0.412192044,0.419514361,0.532966829,0.684724019,0.878674008,0.632928375,0.553595471,0.523994131,0.476290625,0.372850937,0.56655911,1
TCGA-XF-A9SK-01,0.944994549,0.720178127,0.044271297,0.591636753,0.103764486,0.876423421,0.11687337,0.026795916,0.13101089,0.16527691,0.048117086,0.680589163,0.113142439,0.506586877,0.135618744,0.202298918,0.165796098,0.162520254,0.093743801,0.221736869,0.279779485,0.020486373,0.137393781,0.216218385,0.050751832,0.634494107,0.885228292,0.564207542,0.37673398,0.387452076,0.441075639,0.511440209,0.279400528,0.325424168,0.235518571,0.522125692,0.487038904,0.402350174,0.19017051,0.27215634,0.196468462,0.24478182,1
TCGA-XF-A9SL-01,0.950407804,0.868453195,0.178322124,0.393970029,0.210211798,0.558268775,0.297513208,0.107011376,0.321521205,0.33578339,0.296576015,0.41351361,0.387026091,0.144931724,0.421935209,0.516701378,0.320779691,0.226907154,0.219377126,0.4692863,0.452706765,0.153958389,0.520582966,0.652440563,0.232916922,0.754517432,0.943882474,0.884981538,0.575442627,0.715387742,0.553380092,0.904874155,0.72337239,0.651266663,0.538845146,0.706560051,0.721721074,0.649961078,0.751970466,0.465893505,0.566262387,0.494954695,1
TCGA-XF-A9SM-01,0.783421794,0.768244067,0.108234949,0.499646841,0.233198442,0.497879347,0.23842964,0.041570582,0.315839169,0.468291308,0.122956347,0.256428591,0.55751568,0.439051763,0.565492617,0.549853641,0.619663107,0.19958395,0.057859742,0.726091802,0.441476511,0.143289224,0.454074305,0.570391497,0.336860733,0.744123904,0.892135325,0.842929529,0.521614717,0.497892416,0.522288072,0.807285762,0.533853885,0.642501667,0.553241083,0.939290613,0.736517013,0.743525531,0.764102759,0.455616929,0.658968633,0.422628154,1
TCGA-XF-A9SP-01,0.825906179,0.704840438,0.33094942,0.512894925,0.290794831,0.45806915,0.118885355,0.09317586,0.08656968,0.384540148,0.151593924,0.319157272,0.153263113,0.36606776,0.245595711,0.154036428,0.550787406,0.095687003,0.09283294,0.58195567,0.367955754,0.035656994,0.701108727,0.192646035,0.191172135,0.637733587,0.858528951,0.704900716,0.303903083,0.574523859,0.307482075,0.664270053,0.533929756,0.486470546,0.258285572,0.540041054,0.400332929,0.501974879,0.400141923,0.462418207,0.158234528,0.228743675,1
TCGA-XF-A9ST-01,0.982221132,0.88574866,0.042630454,0.906219194,0.057729351,0.96479001,0.267931397,0.444588658,0.268655498,0.116999318,0.896671048,0.047300344,0.029237192,0.841960492,0.597174254,0.884632792,0.02476276,1,1,0.97141131,1,1,0.736424434,0.68364433,0.908852188,0.760583931,0.957143554,0.910010517,0.612341497,1,0.473783158,0.866484999,0.753348336,1,0.764724566,0.807123082,0.94990207,0.885758601,1,1,0.065321792,0.110782541,2
TCGA-XF-A9SU-01,0.944126094,0.818722988,0.051615408,0.476978644,0.120669139,0.803144142,0.207304211,0.068895126,0.144629454,0.227004063,0.170955847,0.383295186,0.233968597,0.354729744,0.255519523,0.259509623,0.239007327,0.144861153,0.085834073,0.298054219,0.374149364,0.04406542,0.596214164,0.354006719,0.218697389,0.704807822,0.883875689,0.761569992,0.435336105,0.544242625,0.468648667,0.48985578,0.465813538,0.475710079,0.440034171,0.479577471,0.583811201,0.570363288,0.506337582,0.550957226,0.312170379,0.297555673,1
TCGA-XF-A9SV-01,0.947015037,0.882150901,0.017705565,0.757623425,0.072051992,0.761699025,0.70563425,0.055153619,0.023074134,0.167257016,0.207893963,0.457250502,0.03490545,0.084252722,0.056978993,0.054320001,0.017591619,0.036867848,0.002066022,0.41921851,0.374357624,0.014233048,0.615584876,0.105317384,0.364819619,0.451539277,0.534025001,0.62180586,0.33837597,0.202287346,0.32812479,0.174768678,0.205942637,0.201320796,0.354358305,0.362963371,0.293649062,0.18589704,0.30647323,0.298235959,0.070182062,0.06906416,1
TCGA-XF-A9SW-01,0.962308537,0.845707667,0.052603693,0.402478323,0.123809623,0.791445094,0.22499728,0.102031093,0.581393317,0.173879262,0.277509799,0.556869068,0.123814257,0.353432116,0.221051451,0.619874583,0.431101053,0.204669747,0.316547204,0.417701576,0.432682433,0.035210758,0.48520215,0.485699493,0.466899415,0.762786792,0.944297062,0.883148713,0.718106677,0.841403063,0.472288855,0.970282345,0.708261418,0.821616384,0.810643338,0.728107721,0.603255162,0.75829192,0.790851815,0.344590826,0.510580359,0.499639738,1
TCGA-XF-A9SX-01,0.974062303,0.846790229,0.483147316,0.465415685,0.149293486,0.764429954,0.190706367,0.130326993,0.120084037,0.256516305,0.345488389,0.365788916,0.483452213,0.56038097,0.288656223,0.480052047,0.228749754,0.146124261,0.256364584,0.763753265,0.575000998,0.092508442,0.740222623,0.905924923,0.497582578,0.815003835,0.921317327,0.904711489,0.590000208,0.548667171,0.424008933,0.621359303,0.379614703,0.428884436,0.647859898,0.635518334,0.393352098,0.536812134,0.463353871,0.477318212,0.315308136,0.586881206,1
TCGA-XF-A9SY-01,0.924358197,0.79872779,0.075592096,0.433698371,0.219315679,0.707431269,0.260075315,0.037324205,0.404501379,0.257851356,0.120369919,0.312512946,0.360755947,0.388779884,0.641715894,0.351711811,0.402680814,0.320445496,0.08172019,0.671099932,0.452304794,0.110504528,0.369368063,0.476010092,0.475857951,0.851873913,0.895226843,0.899011656,0.642386968,0.544099809,0.575009987,0.62466011,0.629195566,0.559569606,0.55233997,0.869009714,0.703103606,0.82461432,0.747849761,0.531777707,0.64300203,0.49710452,2
TCGA-XF-A9SZ-01,0.963137687,0.786734179,0.085354413,0.438809131,0.127114038,0.898154077,0.22076761,0.104532794,0.118682243,0.108992033,0.094102665,0.332616876,0.09486094,0.140151222,0.395996586,0.098752342,0.213166987,0.163575622,0.101965685,0.574418858,0.405962042,0.060056376,0.390483417,0.309792056,0.569890519,0.580638753,0.899636359,0.877441891,0.404159139,0.328079038,0.31467742,0.64725982,0.520207391,0.411784177,0.479989556,0.61701161,0.808356164,0.73704095,0.375347,0.385837685,0.252741224,0.354959478,1
TCGA-XF-A9T0-01,0.748467696,0.722205215,0.009302681,0.737604249,0.175058522,0.634166673,0.092981482,0.068985876,0.025888713,0.128670314,0.126030827,0.082680009,0.108920991,0.760569915,0.106868179,0.170973977,0.05719697,0.138744412,0.169197672,0.760919432,0.18996156,0.022884023,0.891847058,0.133795664,0.133120146,0.69038436,0.906597775,0.749569709,0.205257533,0.621443741,0.468492421,0.531429619,0.390302965,0.373094956,0.441417566,0.212330309,0.263294098,0.359873765,0.275281952,0.682216941,0.241413378,0.172309595,2
TCGA-XF-A9T2-01,0.961630266,0.908524424,0.044877813,0.172625933,0.112177007,0.916395119,0.098790875,0.050088123,0.081710239,0.117474181,0.071793225,0.846244063,0.096773477,0.020895639,0.131690767,0.042871492,0.058132197,0.058168199,0.049268138,0.05511773,0.301531565,0.037996817,0.03410521,0.047400201,0.013458569,0.591329698,0,0.16848924,0.116593295,0.065321003,0.137299015,0.209231736,0.133324538,0.238439955,0.192664554,0.092072128,0.231220938,0.225174945,0.413781678,0.137264373,0.063955622,0.102269727,1
TCGA-XF-A9T3-01,0.72919374,0.871752591,0.445112543,0.629519684,0.150105142,0.403372872,0.152205481,0.100932896,0.585203961,0.221478155,0.139580891,0.172822653,0.329570497,0.380836854,0.229304361,0.348584678,0.198877875,0.175779832,0.111335173,0.661244499,0.560341409,0.169400814,0.26519848,0.360513241,0.13622038,0.904721658,0.837368514,0.911039516,0.809152192,0.335102277,0.472228838,0.401155584,0.313283654,0.524933522,0.724454351,0.9120652,0.402384049,0.481764319,0.612704008,0.462241527,0.445522451,0.448712484,2
TCGA-XF-A9T4-01,0.895708139,0.824678441,0.06687097,0.296973867,0.113785442,0.876741738,0.184399497,0.045416785,0.093077867,0.118875493,0.184931487,0.604166664,0.139569459,0.10046636,0.133744482,0.087379955,0.096241549,0.030131274,0.136191193,0.252968035,0.341163293,0.037951526,0.230182891,0.762372706,0.084331563,0.833700981,0.772805764,0.781243792,0.250328392,0.129203028,0.387417093,0.260280241,0.215096574,0.571581155,0.233883519,0.961007707,0.173292137,0.686100087,0.234460638,0.406073551,0.201611935,0.192820036,1
TCGA-XF-A9T5-01,0.971912496,0.869373162,0.355258055,0.377185293,0.653405527,0.701462317,0.207059199,0.114128332,0.219553344,0.276830592,0.202776767,0.579756087,0.498989627,0.217110355,0.535273361,0.709012551,0.346798392,0.252862545,0.581906828,0.887320214,0.305045953,0.162643752,0.903532515,0.802978165,0.595675913,0.831118185,0.987036338,0.893279181,0.777242057,0.584519185,0.487512884,0.639490427,0.447457711,0.697626116,0.695376506,0.877042403,0.726252669,0.844745524,0.906568069,0.703560046,1,0.391589814,2
TCGA-XF-A9T6-01,0.98277797,0.951619233,0.04773197,0.835157422,0.145278955,0.892434248,0.155358986,0.073366419,0.195190843,0.202371874,0.824751883,0.634460185,0.059765416,0.443240816,0.308650482,0.078968261,0.084243472,0.049548783,0.090717932,0.963571849,0.661229479,0.059119865,0.293723315,0.450290381,0.950226774,0.913609404,0.973431966,0.947061539,0.5261448,0.150083093,0.265468433,0.272726376,0.181780423,0.624684328,0.552419539,0.987019535,0.27557226,0.393707569,0.327502192,0.274530691,0.081237114,0.248462077,1
